Hardware S/N,Dongle S/N,Software,Hardware Model,HA/HOT BACKUP,Protected Bitrate,Stream Gates,Invoice number,Invoice date,Partner name,Region,Customer Name,Region,Full Address,Support Plan,Starting Date,Valid Until,Software,Hardware, P.B ,SG, Hot backup ,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8816,,DVG,DVA202,,,16,INV22105_INV22131,08/08/2022_28/09/22,HVS_Heartland Video Systems ,USA,KHNL ,USA,420 Waiakamiloo Road_suite 205_ HI Honolulu,GOLD,28 Sep 2022,27 Sep 2023,$875.00,"$2,002.00",,"$6,160.00"," 2,257.00 ",software upgrate -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8817,,DVG,DVA202,,,6,INV22105_INV22117,08/08/2022_11/09/22,HVS_Heartland Video Systems ,USA,,,,GOLD,11 Sep 2022,10 Sep 2023,$875.00,"$2,002.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8818,,DVG,DVA202,,,16,INV22105_INV22112,08/08/2022_28/08/22,HVS_Heartland Video Systems ,USA,WTOC,USA,1511 Chatham Center Dr 31405 GA_Savannah ,GOLD,28 Aug 2022,27 Aug 2023,$875.00,"$2,002.00",,"$6,160.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8819,,DVG,DVA202,,,6,INV22105_INV22112,08/08/2022_28/08/22,HVS_Heartland Video Systems ,USA,WTOC,USA,1511 Chatham Center Dr 31405 GA_Savannah ,GOLD,28 Aug 2022,27 Aug 2023,$875.00,"$2,002.00",,"$2,940.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8820,,DVG,DVA202,,,6,INV22105_INV22112,08/08/2022_28/08/22,HVS_Heartland Video Systems ,USA,WTOC,USA,1511 Chatham Center Dr 31405 GA_Savannah ,GOLD,28 Aug 2022,27 Aug 2023,$875.00,"$2,002.00",,"$2,940.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8821,,DVG,DVA202,,4,,INV22105_INV22110,08/08/2022_14/08/22,HVS_Heartland Video Systems ,USA,KLTV,USA,105 W.Ferguson St' 75702 TX_Tyler ,GOLD,14 Aug 2022,13 Aug 2023,$875.00,"$2,002.00",,"$1,960.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8368,,DVG,DVA202,YES,,12,INV220106_INV22115_INV22147,09/08/2022_31/08/22,Gray Television ,USA,WSFA-TV,USA,445 Dexter Avenue_Suite 7000 AL_Montgomery ,GOLD,9 Aug 2022,8 Aug 2023,"$1,250.00","$2,860.00",,"$3,500.00"," 3,225.00 ",4 traning hours_2X SDI/OUT X GENLOCK ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8369,,DVG,DVA202,,,10,INV220106_INV22115_INV22147,09/08/2022_31/08/22,Gray Television ,USA,WSFA-TV,USA,446 Dexter Avenue_Suite 7000 AL_Montgomery ,GOLD,9 Aug 2022,8 Aug 2023,"$1,250.00","$2,860.00",,"$2,800.00",,5 traning hours_2X SDI/OUT X GENLOCK ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8379,,DVG,DVA202,,,,INV22115,31 08 2022,Gray Television ,USA,WSFA-TV,USA,447 Dexter Avenue_Suite 7000 AL_Montgomery ,GOLD,31 Aug 2022,30 Aug 2023,"$1,250.00","$2,860.00",,"$6,300.00",,ASI/SDI 1X GENLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8378,,DVG,DVA202,,,,INV220106,9 08 2022,,,,,,GOLD,9 Aug 2022,8 Aug 2023,"$1,250.00","$2,860.00",,,,6 traning hours_2X SDI/OUT X GENLOCK ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8686,,DVP,DVA202,YES,,,INV22108,9 08 2022,Eupling ,France ,I24 News,Israel ,Nemal Yafo 3 Tel-Aviv,GOLD,9 Aug 2022,8 Aug 2023,$700.00,"$1,687.00",,,,replace unitVF7540-deliver to TEL-Aviv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF????, 31373f2244470202000620575f484531757e1017,DVG,DVL202,,,1,INV22111,14 08 2022,MSW LAB,USA,Michael Wells,USA,4032 Oakhurs Drive _TX Amarillo ,GOLD,14 Aug 2022,13 Aug 2023,,,,$490.00,,KMYA Upgrade and Support Renewal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8821A,,DVG,DVL202,,,4,INV22113_INV22122,29/08/2022_18/09/22,HVS_Heartland Video Systems ,USA,WHIO,USA,1611 South Main St 45409 OH_Dayton,GOLD,18 Sep 2022,17 Sep 2023,$875.00,"$1,680.00",,"$1,960.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8822,,DVG,DVL202,,,,INV22113_INV22122,29/08/2022_18/09/22,HVS_Heartland Video Systems ,USA,WHIO,USA,1611 South Main St 45409 OH_Dayton,GOLD,18 Sep 2022,17 Sep 2022,$875.00,"$1,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8823,,DVG,DVL202,,,4,INV22113_INV22122,29/08/2022_18/09/22,HVS_Heartland Video Systems ,USA,WHIO,USA,1611 South Main St 45409 OH_Dayton,GOLD,18 Sep 2022,17 Sep 2023,$875.00,"$1,680.00",,"$1,960.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8824,,DVG,DVL202,,,,INV22113_INV22122,29/08/2022_18/09/22,HVS_Heartland Video Systems ,USA,WHIO,USA,1611 South Main St 45409 OH_Dayton,GOLD,18 Sep 2022,17 Sep 2023,$875.00,"$1,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8825,,DVG,DVL202,,,4,INV22113_INV22130,29/08/2022_22/09/22,HVS_Heartland Video Systems ,USA,WDTN ,USA,4595 S.Dixie Drive 45439 OH _Dayton ,GOLD,22 Sep 2022,21 Sep 2023,$875.00,"$1,680.00",,"$1,960.00"," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8826,,DVG,DVL202,,,,INV22113_INV22130,29/08/2022_22/09/22,HVS_Heartland Video Systems ,USA,WDTN ,USA,4595 S.Dixie Drive 45439 OH _Dayton ,GOLD,22 Sep 2022,21 Sep 2023,$875.00,"$1,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8827,,DVG,DVL202,,,4,INV22113_INV22130,29/08/2022_22/09/22,HVS_Heartland Video Systems ,USA,WDTN ,USA,4595 S.Dixie Drive 45439 OH _Dayton ,GOLD,22 Sep 2022,21 Sep 2023,$875.00,"$1,680.00",,"$1,960.00"," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8828,,DVG,DVL203,,,,INV22113_INV22130,29/08/2022_22/09/22,HVS_Heartland Video Systems ,USA,WDTN ,USA,4595 S.Dixie Drive 45439 OH _Dayton ,GOLD,22 Sep 2022,21 Sep 2023,$875.00,"$1,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7311,,DVG,DVA200,,,4,INV22118_INV22153,11/09/2022_27/12/22,Trock Media ,USA,WFTV,USA,490 E.South Street 32801 FL Orlando ,GOLD,11 Sep 2022,22 May 2025,,,,"$1,960.00",,5 hours design and configuration_FLOWNET MONITORING TILL-22/5/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7312,,DVG ,DVA200,,,,INV22153,27 12 2022,Trock Media ,USA,WFTV,USA,,GOLD,11 Sep 2022,22 May 2025,,,,,,5 hours design and configuration_FLOWNET MONITORING TILL-22/5/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7313,,DVG ,DVA200,,,,INV22153,27 12 2022,Trock Media ,USA,WFTV,USA,,GOLD,11 Sep 2022,22 May 2025,,,,,,5 hours design and configuration_FLOWNET MONITORING TILL-22/5/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF????,,-,,,,,INV22119,14 09 2022,Azura ,Canada,,,,,,,, V,,,,20 License server ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8739,,DVP,DVX50,,,,INV22120,14 09 2022,SAV Herve Peuaud,France ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8818,,DVG,DVA500,Y,,2,INV22123,19 09 2022,MSW LAB,USA,SagamoreHill-mediacom,USA,,GOLD ,19 Sep 2022,18 Sep 2023,$875.00,"$1,897.00",,"$3,920.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8819,,DVG,DVA500,Y,,,INV22123,19 09 2022,MSW LAB,USA,SagamoreHill-mediacom,USA,,GOLD ,19 Sep 2022,18 Sep 2023,$875.00,"$1,897.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8812A,,DVG,DVA2000,Y,,33,INV22124_22125,19 09 2022,MSW LAB,USA,Sagamore Hill Topeka-TV Master ,USA,,GOLD ,19 Sep 2022,18 Sep 2023,$875.00,"$3,035.00",,"$12,705.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8813A,,DVG,DVA2000,Y,,33,INV22124_22125,19 09 2022,MSW LAB,USA,Sagamore Hill Topeka-TV Master ,USA,,GOLD ,19 Sep 2022,18 Sep 2023,$875.00,"$3,035.00",,"$12,705.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8814A,,DVG,DVA2000,Y,,11,INV22124_22125,19 09 2022,MSW LAB,USA,Sagamore Hill Topeka-TV Master ,USA,,GOLD ,19 Sep 2022,18 Sep 2023,$875.00,"$3,035.00",,"$4,235.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8816A,,,DVA500,,,,IN22126,19 09 2022,MSW LAB,USA,,,,GOLD ,19 Sep 2022,18 Sep 2023,,"$1,897.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8817A,,,DVA500,,,,INV22126,19 09 2022,MSW LAB,USA,,,,GOLD ,19 Sep 2022,18 Sep 2023,,"$1,897.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8829,,DVG,DVL202,,,8,INV22129_INV22134,22/09/2022_29/09/22,HVS_Heartland Video Systems ,USA,WCIA-TV,USA,509 S.Neil st' 61820 IL_Champaign ,GOLD ,29 Sep 2022,28 Sep 2023,$875.00,"$1,680.00",,"$3,920.00"," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8830,,DVG,DVL202,,,,INV22129_INV22134,22/09/2022_29/09/22,HVS_Heartland Video Systems ,USA,WCIA-TV,USA,510 S.Neil st' 61820 IL_Champaign ,GOLD ,29 Sep 2022,28 Sep 2023,$875.00,"$1,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8831,,DVG,DVL202,,,8,INV22129_INV22134,22/09/2022_29/09/22,HVS_Heartland Video Systems ,USA,WCIA-TV,USA,511 S.Neil st' 61820 IL_Champaign ,GOLD ,29 Sep 2022,28 Sep 2023,$875.00,"$1,680.00",,"$3,920.00"," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8832,,DVG,DVL202,,,,INV22129_INV22134,22/09/2022_29/09/22,HVS_Heartland Video Systems ,USA,WCIA-TV,USA,512 S.Neil st' 61820 IL_Champaign ,GOLD ,29 Sep 2022,28 Sep 2023,$875.00,"$1,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8833,,DVG,DVL202,,,,INV22129,22 09 2022,HVS_Heartland Video Systems ,USA,,,,,,,$875.00,"$1,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8834,,DVG,DVL202,,,,INV22129,22 09 2022,HVS_Heartland Video Systems ,USA,,,,,,,$875.00,"$1,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8835,,DVG,DVL202,,,,INV22129,22 09 2022,HVS_Heartland Video Systems ,USA,,,,,,,$875.00,"$1,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8836,,DVG,DVL202,,,,INV22129,22 09 2022,HVS_Heartland Video Systems ,USA,,,,,,,$875.00,"$1,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8837,,DVG,DVL202,,,,INV22129,22 09 2022,HVS_Heartland Video Systems ,USA,,,,,,,$875.00,"$1,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8838,,DVG,DVL202,,,,INV22129,22 09 2022,HVS_Heartland Video Systems ,USA,,,,,,,$875.00,"$1,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8839,,DVG,DVL202,,,,INV22129,22 09 2022,HVS_Heartland Video Systems ,USA,,,,,,,$875.00,"$1,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8840,,DVG,DVL202,,,,INV22129,22 09 2022,HVS_Heartland Video Systems ,USA,,,,,,,$875.00,"$1,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7538,,DVP,DVX200,,105,,INV22133,29 09 2022,HVS_Heartland Video Systems ,USA,WJET,USA,8456 Peach Street _16509-4718 PA_ERIE ,GOLD,29 Sep 2022,28 Sep 2023,$700.00,"$1,155.00"," 8,085.00 ",," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7539,,DVP,DVX200,,,,INV22133,29 09 2022,HVS_Heartland Video Systems ,USA,WJET,USA,8457 Peach Street _16509-4718 PA_ERIE ,GOLD,29 Sep 2022,28 Sep 2023,$700.00,"$1,155.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7742,,DVG,DVX50,,,,INV22136,3 10 2022,DMN Technology ,Hong Kong ,,,33 Tai Yau street_SAN PO KONG ,,,,$938.00,$458.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7743,,DVG ,DVX50,,,,INV22136,3 10 2022,DMN Technology ,Hong Kong ,,,34 Tai Yau street_SAN PO KONG ,,,,$938.00,$458.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7568,,DVG,DVX100,,,,INV22136,3 10 2022,DMN Technology ,Hong Kong ,,,35 Tai Yau street_SAN PO KONG ,,,,$938.00,$701.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7569,,DVG ,DVX100,,,,INV22136,3 10 2022,DMN Technology ,Hong Kong ,,,36 Tai Yau street_SAN PO KONG ,,,,$938.00,$701.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7567,,DVG,DVX200,,,,INV22136,3 10 2022,DMN Technology ,Hong Kong ,,,37 Tai Yau street_SAN PO KONG ,,,,$938.00,"$1,238.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7579,,DVG ,DVA502M,,,,INV22136,3 10 2022,DMN Technology ,Hong Kong ,,,38 Tai Yau street_SAN PO KONG ,,,,$938.00,"$2,891.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7760,,DVP,DVL202,,,,INV22139,19 10 2022,MSW LAB,USA,CTN,,,Platinum,1 Jul 2022,31 Dec 2023,,,,,,not including:VF7793_VF8507_VF8556_VF8595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7761,,DVP,DVL202,,,,INV22139,19 10 2022,MSW LAB,USA,CTN,,,Platinum,1 Jul 2022,31 Dec 2023,,,,,,not including:VF7793_VF8507_VF8556_VF8595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7762,,DVP,DVL202,,,,INV22139,19 10 2022,MSW LAB,USA,CTN,,,Platinum,1 Jul 2022,31 Dec 2023,,,,,,not including:VF7793_VF8507_VF8556_VF8595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
